T_outdoor_dry,Single_setpoint,T_outdoor_wet,T_waterMains,T_sky,People_count,Diffuse_solar_radiation,Direct_solar_radiation,Wind_speed,Relative_humidity
-4.4,20.5,-5.413980070047834,6.2883333333333296,-12.610212348692698,0.885245901639344,0.0,0.0,4.875,78.75
-4.4,20.5,-5.450339186064344,6.2883333333333296,-12.672564821184324,0.885245901639344,0.0,0.0,4.1,78.0
-4.4,20.5,-5.450339186064344,6.2883333333333296,-12.672564821184324,0.885245901639344,0.0,0.0,4.225,78.0
-4.4,21.0,-5.450339186064344,6.2883333333333296,-12.672564821184324,0.885245901639344,0.0,0.0,4.35,78.0
-4.4,21.0,-5.450339186064344,6.2883333333333296,-12.672564821184324,0.885245901639344,0.0,0.0,4.475,78.0
-4.4,21.0,-5.450339186064344,6.2883333333333296,-12.672564821184324,0.885245901639344,0.0,0.0,4.6,78.0
-4.550000000000001,21.0,-5.591579119709394,6.2883333333333296,-12.859891396975796,0.885245901639344,0.0,0.0,5.0,78.0
-4.7,21.0,-5.732849313205626,6.2883333333333296,-13.047623295940127,0.885245901639344,0.0,0.0,5.4,78.0
-4.85,21.0,-5.874155422083718,6.2883333333333296,-13.235762570351367,0.885245901639344,0.0,0.0,5.800000000000001,78.0
-5.0,21.0,-6.015496108967032,6.2883333333333296,-13.424311288860224,0.885245901639344,0.0,0.0,6.2,78.0
-5.15,21.0,-6.156696370088387,6.2883333333333296,-13.613271536672755,1.0,0.0,0.0,5.95,78.0
-5.3,21.0,-6.2979358488489074,6.2883333333333296,-13.80264541573132,1.0,0.0,0.0,5.7,78.0
-5.449999999999999,21.0,-6.439210379289272,6.2883333333333296,-13.992435044898684,1.0,0.0,0.0,5.45,78.0
-5.6,21.0,-6.580522211266928,6.2883333333333296,-14.182642560143847,1.0,0.0,0.0,5.2,78.0
-5.6,21.0,-6.625575507354593,6.2883333333333296,-14.182642560143847,1.0,0.0,0.0,5.050000000000001,77.0
-5.6,21.0,-6.670673732729741,6.2883333333333296,-14.182642560143847,1.0,0.0,0.0,4.9,76.0
-5.6,21.0,-6.715813436760608,6.2883333333333296,-14.182642560143847,1.0,0.0,0.0,4.75,75.0
-5.6,21.0,-6.760994739112842,6.2883333333333296,-14.182642560143847,1.0,0.0,0.0,4.6,74.0
-5.725,21.0,-6.798806347969793,6.2883333333333296,-14.309680791862434,1.0,0.0,0.0,5.125,75.75
-5.85,21.0,-6.8379942606120245,6.2883333333333296,-14.436906349687431,1.0,0.0,0.0,5.65,77.5
-5.975,21.0,-6.878539084723596,6.2883333333333296,-14.564319879412608,1.0,0.0,0.0,6.175000000000001,79.25
-6.1,21.0,-6.92042620701132,6.2883333333333296,-14.691922030337082,1.0,0.0,0.0,6.7,81.0
-6.525,21.0,-7.399730356800923,6.27611111111111,-15.97846311053405,1.0,0.0,0.0,6.7,79.25
-6.949999999999999,21.0,-7.875615523207016,6.27611111111111,-17.284607600902348,1.0,0.0,0.0,6.7,77.5
-7.375,21.0,-8.348142706862921,6.27611111111111,-18.61106696063706,1.0,0.0,0.0,6.7,75.75
-7.8,21.0,-8.817371099099937,6.27611111111111,-19.95859408558755,1.0,0.0,0.0,6.7,74.0
-7.925,21.0,-8.865558646778798,6.27611111111111,-19.755091116835104,1.0,0.0,0.0,6.575,75.75
-8.05,21.0,-8.915009838009572,6.27611111111111,-19.55207727350708,1.0,0.0,0.0,6.45,77.5
-8.175,21.0,-8.96571503377991,6.27611111111111,-19.34954982123267,1.0,0.0,0.0,6.325,79.25
-8.3,21.0,-9.017656305143705,6.27611111111111,-19.147506049585477,1.0,0.0,0.0,6.2,81.0
-8.575000000000001,21.0,-9.38352755044684,6.27611111111111,-19.080265145231262,1.0,0.0,0.0,6.45,78.25
-8.850000000000001,21.0,-9.746149686817592,6.27611111111111,-19.013077585516584,1.0,0.0,0.0,6.7,75.5
